"subdistrict_code","district_code","state_code","subdistrict_name"
"3627","411","23","Sihora"
"3628","411","23","Majholi"
"3629","411","23","Patan"
"3630","411","23","Shahpura"
"3631","411","23","Jabalpur"
"3632","411","23","Panagar"
"3633","411","23","Kundam"
"3634","418","23","Gotegaon"
"3635","418","23","Gadarwara"
"3636","418","23","Narsimhapur"
"3637","418","23","Kareli"
"3638","418","23","Tendukheda"
"3639","404","23","Shahpura"
"3640","404","23","Dindori"
"3641","415","23","Niwas"
"3642","415","23","Narayanganj"
"3643","415","23","Mandla"
"3644","415","23","Ghughari"
"3645","415","23","Bichhiya"
"3646","415","23","Nainpur"
"3647","399","23","Tamia"
"3648","399","23","Amarwara"
"3649","399","23","Harrai"
"3650","399","23","Chaurai"
"3651","399","23","Jamai"
"3652","399","23","Parasia"
"3653","399","23","Umreth"
"3654","399","23","Chhindwara"
"3655","399","23","Mohkhed"
"3656","399","23","Sausar"
"3657","399","23","Bichhua"
"3658","399","23","Pandhurna"
"3659","428","23","Lakhnadon"
"3660","428","23","Chhapara"
"3661","428","23","Ghansaur"
"3662","428","23","Dhanora"
"3663","428","23","Keolari"
"3664","428","23","Seoni"
"3665","428","23","Barghat"
"3666","428","23","Kurai"
"3667","392","23","Katangi"
"3668","392","23","Tirodi"
"3669","392","23","Waraseoni"
"3670","392","23","Khairlanji"
"3671","392","23","Lalbarra"
"3672","392","23","Balaghat"
"3673","392","23","Kirnapur"
"3674","392","23","Baihar"
"3675","392","23","Paraswada"
"3676","392","23","Lanji"
"3677","406","23","Guna"
"3678","406","23","Bamori"
"3679","406","23","Raghogarh"
"3680","406","23","Maksoodangarh"
"3681","406","23","Kumbhraj"
"3682","406","23","Aron"
"3683","406","23","Chachaura"
"3684","391","23","Isagarh"
"3685","391","23","Chanderi"
"3686","391","23","Ashoknagar"
"3687","391","23","Shadhora"
"3688","391","23","Mungaoli"
"3689","429","23","Beohari"
"3690","429","23","Jaisinghnagar"
"3691","429","23","Sohagpur"
"3692","429","23","Jaitpur"
"3693","390","23","Kotma"
"3694","390","23","Anuppur"
"3695","390","23","Jaithari"
"3696","390","23","Pushparajgarh"
"3697","433","23","Rampur Naikin"
"3698","433","23","Churhat"
"3699","433","23","Gopadbanas"
"3700","433","23","Sihawal"
"3701","433","23","Majhauli"
"3702","433","23","Kusmi"
"3703","638","23","Chitrangi"
"3704","638","23","Deosar"
"3705","638","23","Singrauli"
"3706","412","23","Thandla"
"3707","412","23","Petlawad"
"3708","412","23","Meghnagar"
"3709","412","23","Jhabua"
"3710","412","23","Ranapur"
"3711","639","23","Bhavra"
"3712","639","23","Jobat"
"3713","639","23","Alirajpur"
"3714","405","23","Harsud"
"3715","405","23","Khalwa"
"3716","405","23","Khandwa"
"3717","405","23","Punasa"
"3718","405","23","Pandhana"
"3719","397","23","Burhanpur"
"3720","397","23","Khaknar"
"3721","397","23","Nepanagar"
"3722","449","24","Lakhpat"
"3723","449","24","Rapar"
"3724","449","24","Bhachau"
"3725","449","24","Anjar"
"3726","449","24","Bhuj"
"3727","449","24","Nakhatrana"
"3728","449","24","Abdasa"
"3729","449","24","Mandvi"
"3730","449","24","Mundra"
"3731","449","24","Gandhidham"
"3732","441","24","Vav"
"3733","441","24","Tharad"
"3734","441","24","Dhanera"
"3735","441","24","Dantiwada"
"3736","441","24","Amirgadh"
"3737","441","24","Danta"
"3738","441","24","Vadgam"
"3739","441","24","Palanpur"
"3740","441","24","Deesa"
"3741","441","24","Deodar"
"3742","441","24","Bhabhar"
"3743","441","24","Kankrej"
"3744","455","24","Santalpur"
"3745","455","24","Radhanpur"
"3746","455","24","Sidhpur"
"3747","455","24","Patan"
"3748","455","24","Harij"
"3749","455","24","Sami"
"3750","455","24","Chanasma"
"3751","451","24","Satlasana"
"3752","451","24","Kheralu"
"3753","451","24","Unjha"
"3754","451","24","Visnagar"
"3755","451","24","Vadnagar"
"3756","451","24","Vijapur"
"3757","451","24","Mahesana"
"3758","451","24","Becharaji"
"3759","451","24","Kadi"
"3760","458","24","Khedbrahma"
"3761","458","24","Vijaynagar"
"3762","458","24","Vadali"
"3763","458","24","Idar"
"3764","672","24","Bhiloda"
"3765","672","24","Meghraj"
"3766","458","24","Himatnagar"
"3767","458","24","Prantij"
"3768","458","24","Talod"
"3769","672","24","Modasa"
"3770","672","24","Dhansura"
"3771","672","24","Malpur"
"3772","672","24","Bayad"
"3773","446","24","Kalol Gandhinagar"
"3774","446","24","Mansa"
"3775","446","24","Gandhinagar"
"3776","446","24","Dehgam"
"3777","438","24","Mandal"
"3778","438","24","Detroj-Rampura"
"3779","438","24","Viramgam"
"3780","438","24","Sanand"
"3781","438","24","Sabarmati"
"3782","438","24","Daskroi"
"3783","438","24","Dholka"
"3784","438","24","Bavla"
"3785","676","24","Ranpur"
"3786","676","24","Barwala"
"3787","438","24","Dhandhuka"
"3788","673","24","Halvad"
"3789","460","24","Dhrangadhra"
"3790","460","24","Dasada"
"3791","460","24","Lakhtar"
"3792","460","24","Wadhwan"
"3793","460","24","Muli"
"3794","460","24","Chotila"
"3795","460","24","Sayla"
"3796","460","24","Chuda"
"3797","460","24","Limbdi"
"3798","673","24","Maliya"
"3799","673","24","Morvi"
"3800","673","24","Tankara"
"3801","673","24","Wankaner"
"3802","457","24","Paddhari"
"3803","457","24","Rajkot"
"3804","457","24","Lodhika"
"3805","457","24","Kotda Sangani"
"3806","457","24","Jasdan"
"3807","457","24","Gondal"
"3808","457","24","Jamkandorna"
"3809","457","24","Upleta"
"3810","457","24","Dhoraji"
"3811","457","24","Jetpur"
"3812","674","24","Okhamandal"
"3813","674","24","Khambhalia"
"3814","447","24","Jamnagar Rural"
"3815","447","24","Jodiya"
"3816","447","24","Dhrol"
"3817","447","24","Kalavad"
"3818","447","24","Lalpur"
"3819","674","24","Kalyanpur"
"3820","674","24","Bhanvad"
"3821","447","24","Jamjodhpur"
"3822","456","24","Porbandar"
"3823","456","24","Ranavav"
"3824","456","24","Kutiyana"
"3825","448","24","Manavadar"
"3826","448","24","Vanthali"
"3827","448","24","Junagadh"
"3828","448","24","Bhesan"
"3829","448","24","Visavadar"
"3830","448","24","Mendarda"
"3831","448","24","Keshod"
"3832","448","24","Mangrol"
"3833","448","24","Malia Hatina"
"3834","675","24","Talala"
"3835","675","24","Patan-Veraval"
"3836","675","24","Sutrapada"
"3837","675","24","Kodinar"
"3838","675","24","Una"
"3839","439","24","Kunkavav Vadia"
"3840","439","24","Babra"
"3841","439","24","Lathi"
"3842","439","24","Lilia"
"3843","439","24","Amreli"
"3844","439","24","Bagasara"
"3845","439","24","Dhari"
"3846","439","24","Savar Kundla"
"3847","439","24","Khambha"
"3848","439","24","Jafrabad"
"3849","439","24","Rajula"
"3850","676","24","Botad"
"3851","443","24","Vallabhipur"
"3852","676","24","Gadhada"
"3853","443","24","Umrala"
"3854","443","24","Bhavnagar"
"3855","443","24","Ghogha"
"3856","443","24","Sihor"
"3857","443","24","Gariadhar"
"3858","443","24","Palitana"
"3859","443","24","Talaja"
"3860","443","24","Mahuva"
"3861","440","24","Tarapur"
"3862","440","24","Sojitra"
"3863","440","24","Umreth"
"3864","440","24","Anand Rural"
"3865","440","24","Petlad"
"3866","440","24","Khambhat"
"3867","440","24","Borsad"
"3868","440","24","Anklav"
"3869","450","24","Kapadvanj"
"3870","669","24","Virpur"
"3871","669","24","Balasinor"
"3872","450","24","Kathlal"
"3873","450","24","Mehmedabad"
"3874","450","24","Kheda"
"3875","450","24","Matar"
"3876","450","24","Nadiad"
"3877","450","24","Mahudha"
"3878","450","24","Thasra"
"3879","669","24","Khanpur"
"3880","669","24","Kadana"
"3881","669","24","Santrampur"
"3882","669","24","Lunawada"
"3883","454","24","Shehera"
"3884","454","24","Morwa (Hadaf)"
"3885","454","24","Godhra"
"3886","454","24","Kalol"
"3887","454","24","Ghoghamba"
"3888","454","24","Halol"
"3889","454","24","Jambughoda"
"3890","445","24","Fatepura"
"3891","445","24","Jhalod"
"3892","445","24","Limkheda"
"3893","445","24","Dohad"
"3894","445","24","Garbada"
"3895","445","24","Devgadbaria"
"3896","445","24","Dhanpur"
"3897","461","24","Savli"
"3898","461","24","Vadodara Rural"
"3899","461","24","Vaghodia"
"3900","668","24","Jetpur Pavi"
"3901","668","24","Chhota Udaipur"
"3902","668","24","Kavant"
"3903","668","24","Nasvadi"
"3904","668","24","Sankheda"
"3905","461","24","Dabhoi"
"3906","461","24","Padra"
"3907","461","24","Karjan"
"3908","461","24","Sinor"
"3909","452","24","Tilakwada"
"3910","452","24","Nandod"
"3911","452","24","Dediapada"
"3912","452","24","Sagbara"
"3913","442","24","Jambusar"
"3914","442","24","Amod"
"3915","442","24","Vagra"
"3916","442","24","Bharuch"
"3917","442","24","Jhagadia"
"3918","442","24","Anklesvar"
"3919","442","24","Hansot"
"3920","442","24","Valia"
"3921","444","24","Ahwa"
"3922","453","24","Navsari"
"3923","453","24","Jalalpore"
"3924","453","24","Gandevi"
"3925","453","24","Chikhli"
"3926","453","24","Bansda"
"3927","462","24","Valsad"
"3928","462","24","Dharampur"
"3929","462","24","Pardi"
"3930","462","24","Kaprada"
"3931","462","24","Umbergaon"
"3932","459","24","Olpad"
"3933","459","24","Mangrol"
"3934","459","24","Umarpada"
"3935","459","24","Mandvi Surat"
"3936","459","24","Kamrej"
"3937","459","24","Majura"
"3938","459","24","Chorasi"
"3939","459","24","Palsana"
"3940","459","24","Bardoli"
"3941","459","24","Mahuva"
"3942","641","24","Nizar"
"3943","641","24","Uchchhal"
"3944","641","24","Songadh"
"3945","641","24","Vyara"
"3946","641","24","Valod"
"3947","464","38","Diu"
"3948","463","38","Daman"
"3949","465","38","Dadra & Nagar Haveli"
"3950","486","27","Akkalkuwa"
"3951","486","27","Akrani"
"3952","486","27","Talode"
"3953","486","27","Shahade"
"3954","486","27","Nandurbar"
"3955","486","27","Nawapur"
"3956","474","27","Shirpur"
"3957","474","27","Sindkhede"
"3958","474","27","Sakri"
"3959","474","27","Dhule"
"3960","478","27","Chopda"
"3961","478","27","Yawal"
"3962","478","27","Raver"
"3963","478","27","Muktainagar (Edlabad)"
"3964","478","27","Bodvad"
"3965","478","27","Bhusawal"
"3966","478","27","Jalgaon"
"3967","478","27","Erandol"
"3968","478","27","Dharangaon"
"3969","478","27","Amalner"
"3970","478","27","Parola"
"3971","478","27","Bhadgaon"
"3972","478","27","Chalisgaon"
"3973","478","27","Pachora"
"3974","478","27","Jamner"
"3975","472","27","Jalgaon (Jamod)"
"3976","472","27","Sangrampur"
"3977","472","27","Shegaon"
"3978","472","27","Nandura"
"3979","472","27","Malkapur"
"3980","472","27","Motala"
"3981","472","27","Khamgaon"
"3982","472","27","Mehkar"
"3983","472","27","Chikhli"
"3984","472","27","Buldana"
"3985","472","27","Deolgaon Raja"
"3986","472","27","Sindkhed Raja"
"3987","472","27","Lonar"
"3988","467","27","Telhara"
"3989","467","27","Akot"
"3990","467","27","Balapur"
"3991","467","27","Akola"
"3992","467","27","Murtijapur"
"3993","467","27","Patur"
"3994","467","27","Barshitakli"
"3995","499","27","Malegaon"
"3996","499","27","Mangrulpir"
"3997","499","27","Karanja"
"3998","499","27","Manora"
"3999","499","27","Washim"
"4000","499","27","Risod"
"4001","468","27","Dharni"
"4002","468","27","Chikhaldara"
"4003","468","27","Anjangaon Surji"
"4004","468","27","Achalpur"
"4005","468","27","Chandurbazar"
"4006","468","27","Morshi"
"4007","468","27","Warud"
"4008","468","27","Tiosa"
"4009","468","27","Amravati"
"4010","468","27","Bhatkuli"
"4011","468","27","Daryapur"
"4012","468","27","Nandgaon-Khandeshwar"
"4013","468","27","Chandur Railway"
"4014","468","27","Dhamangaon Railway"
"4015","498","27","Ashti"
"4016","498","27","Karanja"
"4017","498","27","Arvi"
"4018","498","27","Seloo"
"4019","498","27","Wardha"
"4020","498","27","Deoli"
"4021","498","27","Hinganghat"
"4022","498","27","Samudrapur"
"4023","484","27","Narkhed"
"4024","484","27","Katol"
"4025","484","27","Kalameshwar"
"4026","484","27","Savner"
"4027","484","27","Parseoni"
"4028","484","27","Ramtek"
"4029","484","27","Mauda"
"4030","484","27","Kamptee"
"4031","484","27","Nagpur (Rural)"
"4032","484","27","Nagpur (Urban)"
"4033","484","27","Hingna"
"4034","484","27","Umred"
"4035","484","27","Kuhi"
"4036","484","27","Bhiwapur"
"4037","471","27","Tumsar"
"4038","471","27","Mohadi"
"4039","471","27","Bhandara"
"4040","471","27","Sakoli"
"4041","471","27","Lakhani"
"4042","471","27","Pauni"
"4043","471","27","Lakhandur"
"4044","476","27","Tirora"
"4045","476","27","Goregaon"
"4046","476","27","Gondiya"
"4047","476","27","Amgaon"
"4048","476","27","Salekasa"
"4049","476","27","Sadak-Arjuni"
"4050","476","27","Arjuni Morgaon"
"4051","476","27","Deori"
"4052","475","27","Desaiganj (Vadasa)"
"4053","475","27","Armori"
"4054","475","27","Kurkheda"
"4055","475","27","Korchi"
"4056","475","27","Dhanora"
"4057","475","27","Gadchiroli"
"4058","475","27","Chamorshi"
"4059","475","27","Mulchera"
"4060","475","27","Etapalli"
"4061","475","27","Bhamragad"
"4062","475","27","Aheri"
"4063","475","27","Sironcha"
"4064","473","27","Warora"
"4065","473","27","Chimur"
"4066","473","27","Nagbhid"
"4067","473","27","Brahmapuri"
"4068","473","27","Sawali"
"4069","473","27","Sindewahi"
"4070","473","27","Bhadravati"
"4071","473","27","Chandrapur"
"4072","473","27","Mul"
"4073","473","27","Pombhurna"
"4074","473","27","Ballarpur"
"4075","473","27","Korpana"
"4076","473","27","Jiwati"
"4077","473","27","Rajura"
"4078","473","27","Gondpipri"
"4079","500","27","Ner"
"4080","500","27","Babulgaon"
"4081","500","27","Kalamb"
"4082","500","27","Yavatmal"
"4083","500","27","Darwha"
"4084","500","27","Digras"
"4085","500","27","Pusad"
"4086","500","27","Umarkhed"
"4087","500","27","Mahagaon"
"4088","500","27","Arni"
"4089","500","27","Ghatanji"
"4090","500","27","Kelapur"
"4091","500","27","Ralegaon"
"4092","500","27","Maregaon"
"4093","500","27","Zari-Jamani"
"4094","500","27","Wani"
"4095","485","27","Mahur"
"4096","485","27","Kinwat"
"4097","485","27","Himayatnagar"
"4098","485","27","Hadgaon"
"4099","485","27","Ardhapur"
"4100","485","27","Nanded"
"4101","485","27","Mudkhed"
"4102","485","27","Bhokar"
"4103","485","27","Umri"
"4104","485","27","Dharmabad"
"4105","485","27","Biloli"
"4106","485","27","Naigaon (Khairgaon)"
"4107","485","27","Loha"
"4108","485","27","Kandhar"
"4109","485","27","Mukhed"
"4110","485","27","Deglur"
"4111","477","27","Sengaon"
"4112","477","27","Hingoli"
"4113","477","27","Aundha (Nagnath)"
"4114","477","27","Kalamnuri"
"4115","477","27","Vasmath"
"4116","489","27","Selu"
"4117","489","27","Jintur"
"4118","489","27","Parbhani"
"4119","489","27","Manwath"
"4120","489","27","Pathri"
"4121","489","27","Sonpeth"
"4122","489","27","Gangakhed"
"4123","489","27","Palam"
"4124","489","27","Purna"
"4125","479","27","Bhokardan"
"4126","479","27","Jafrabad"
"4127","479","27","Jalna"
"4128","479","27","Badnapur"
"4129","479","27","Ambad"
"4130","479","27","Ghansawangi"
"4131","479","27","Partur"
"4132","479","27","Mantha"
"4133","469","27","Kannad"
"4134","469","27","Soegaon"
"4135","469","27","Sillod"
"4136","469","27","Phulambri"
"4137","469","27","Aurangabad"
"4138","469","27","Khuldabad"
"4139","469","27","Vaijapur"
"4140","469","27","Gangapur"
"4141","469","27","Paithan"
"4142","487","27","Surgana"
"4143","487","27","Kalwan"
"4144","487","27","Deola"
"4145","487","27","Baglan"
"4146","487","27","Malegaon"
"4147","487","27","Nandgaon"
"4148","487","27","Chandvad"
"4149","487","27","Dindori"
"4150","487","27","Peth"
"4151","487","27","Trimbakeshwar"
"4152","487","27","Nashik"
"4153","487","27","Igatpuri"
"4154","487","27","Sinnar"
"4155","487","27","Niphad"
"4156","487","27","Yevla"
"4157","665","27","Talasari"
"4158","665","27","Dahanu"
"4159","665","27","Vikramgad"
"4160","665","27","Jawhar"
"4161","665","27","Mokhada"
"4162","665","27","Wada"
"4163","665","27","Palghar"
"4164","665","27","Vasai"
"4165","497","27","Thane"
"4166","497","27","Bhiwandi"
"4167","497","27","Shahapur"
"4168","497","27","Kalyan"
"4169","497","27","Ulhasnagar"
"4170","497","27","Ambarnath"
"4171","497","27","Murbad"
"4172","491","27","Uran"
"4173","491","27","Panvel"
"4174","491","27","Karjat"
"4175","491","27","Khalapur"
"4176","491","27","Pen"
"4177","491","27","Alibag"
"4178","491","27","Murud"
"4179","491","27","Roha"
"4180","491","27","Sudhagad"
"4181","491","27","Mangaon"
"4182","491","27","Tala"
"4183","491","27","Shrivardhan"
"4184","491","27","Mhasla"
"4185","491","27","Mahad"
"4186","491","27","Poladpur"
"4187","490","27","Junnar"
"4188","490","27","Ambegaon"
"4189","490","27","Shirur"
"4190","490","27","Khed"
"4191","490","27","Mawal"
"4192","490","27","Mulshi"
"4193","490","27","Haveli"
"4194","490","27","Pune City"
"4195","490","27","Daund"
"4196","490","27","Purandhar"
"4197","490","27","Velhe"
"4198","490","27","Bhor"
"4199","490","27","Baramati"
"4200","490","27","Indapur"
"4201","466","27","Akole"
"4202","466","27","Sangamner"
"4203","466","27","Kopargaon"
"4204","466","27","Rahta"
"4205","466","27","Shrirampur"
"4206","466","27","Nevasa"
"4207","466","27","Shevgaon"
"4208","466","27","Pathardi"
"4209","466","27","Nagar"
"4210","466","27","Rahuri"
"4211","466","27","Parner"
"4212","466","27","Shrigonda"
"4213","466","27","Karjat"
"4214","466","27","Jamkhed"
"4215","470","27","Ashti"
"4216","470","27","Patoda"
"4217","470","27","Shirur (Kasar)"
"4218","470","27","Georai"
"4219","470","27","Majalgaon"
"4220","470","27","Wadwani"
"4221","470","27","Beed"
"4222","470","27","Kaij"
"4223","470","27","Dharur"
"4224","470","27","Parli"
"4225","470","27","Ambejogai"
"4226","481","27","Latur"
"4227","481","27","Renapur"
"4228","481","27","Ahmadpur"
"4229","481","27","Jalkot"
"4230","481","27","Chakur"
"4231","481","27","Shirur Anantpal"
"4232","481","27","Ausa"
"4233","481","27","Nilanga"
"4234","481","27","Deoni"
"4235","481","27","Udgir"
"4236","488","27","Paranda"
"4237","488","27","Bhum"
"4238","488","27","Washi"
"4239","488","27","Kalamb"
"4240","488","27","Osmanabad"
"4241","488","27","Tuljapur"
"4242","488","27","Lohara"
"4243","488","27","Omarga"
"4244","496","27","Karmala"
"4245","496","27","Madha"
"4246","496","27","Barshi"
"4247","496","27","Solapur North"
"4248","496","27","Mohol"
"4249","496","27","Pandharpur"
"4250","496","27","Malshiras"
"4251","496","27","Sangole"
"4252","496","27","Mangalvedhe"
"4253","496","27","Solapur South"
"4254","496","27","Akkalkot"
"4255","494","27","Mahabaleshwar"
"4256","494","27","Wai"
"4257","494","27","Khandala"
"4258","494","27","Phaltan"
"4259","494","27","Man"
"4260","494","27","Khatav"
"4261","494","27","Koregaon"
"4262","494","27","Satara"
"4263","494","27","Jaoli"
"4264","494","27","Patan"
"4265","494","27","Karad"
"4266","492","27","Mandangad"
"4267","492","27","Dapoli"
"4268","492","27","Khed"
"4269","492","27","Chiplun"
"4270","492","27","Guhagar"
"4271","492","27","Ratnagiri"
"4272","492","27","Sangameshwar"
"4273","492","27","Lanja"
"4274","492","27","Rajapur"
"4275","495","27","Devgad"
"4276","495","27","Vaibhavvadi"
"4277","495","27","Kankavli"
"4278","495","27","Malwan"
"4279","495","27","Vengurla"
"4280","495","27","Kudal"
"4281","495","27","Sawantwadi"
"4282","495","27","Dodamarg"
"4283","480","27","Shahuwadi"
"4284","480","27","Panhala"
"4285","480","27","Hatkanangle"
"4286","480","27","Shirol"
"4287","480","27","Karvir"
"4288","480","27","Gaganbawada"
"4289","480","27","Radhanagari"
"4290","480","27","Kagal"
"4291","480","27","Bhudargad"
"4292","480","27","Ajra"
"4293","480","27","Gadhinglaj"
"4294","480","27","Chandgad"
"4295","493","27","Shirala"
"4296","493","27","Walwa"
"4297","493","27","Palus"
"4298","493","27","Kadegaon"
"4299","493","27","Khanapur"
"4300","493","27","Atpadi"
"4301","493","27","Tasgaon"
"4302","493","27","Miraj"
"4303","493","27","Kavathemahankal"
"4304","493","27","Jat"
"4305","501","36","Tamsi"
"4306","501","36","Adilabad Urban"
"4307","501","36","Jainath"
"4308","501","36","Bela"
"4309","501","36","Talamadugu"
"4310","501","36","Gudihatnoor"
"4311","501","36","Inderavelly"
"4312","501","36","Narnoor"
"4313","699","36","Kerameri"
"4314","699","36","Wankidi"
"4315","699","36","Sirpur (T)"
"4316","699","36","Koutala"
"4317","699","36","Bejjur"
"4318","699","36","Kagaznagar"
"4319","699","36","Asifabad"
"4320","699","36","Jainoor"
"4321","501","36","Utnoor"
"4322","501","36","Ichoda"
"4323","501","36","Bazarhatnoor"
"4324","501","36","Boath"
"4325","501","36","Neradigonda"
"4326","699","36","Sirpur U"
"4327","699","36","Rebbena"
"4328","684","36","Bheemini"
"4329","699","36","Dahegoan"
"4330","684","36","Vemanpally"
"4331","684","36","Nennel"
"4332","684","36","Tandur"
"4333","699","36","Tiryani"
"4334","684","36","Jannaram"
"4335","680","36","Kaddam Peddur"
"4336","680","36","Sarangapur"
"4337","680","36","Kuntala"
"4338","680","36","Kubeer"
"4339","680","36","Bhainsa"
"4340","680","36","Tanoor"
"4341","680","36","Mudhole"
"4342","680","36","Lokeswaram"
"4343","680","36","Dilawarpur"
"4344","680","36","Nirmal U"
"4345","680","36","Laxmanchanda"
"4346","680","36","Mamada"
"4347","680","36","Khanapur"
"4348","684","36","Dandepally"
"4349","684","36","Kasipet"
"4350","684","36","Bellampally"
"4351","684","36","Kotapally"
"4352","684","36","Mandamarri"
"4353","684","36","Luxettipet"
"4354","684","36","Mancherial"
"4355","684","36","Jaipur"
"4356","684","36","Chennur"
"4357","516","36","Renjal"
"4358","516","36","Navipet"
"4359","516","36","Nandipet"
"4360","516","36","Armoor"
"4361","516","36","Balkonda"
"4362","516","36","Morthad"
"4363","516","36","Kammarpally"
"4364","516","36","Bheemgal"
"4365","516","36","Vailpoor"
"4366","516","36","Jakranpally"
"4367","516","36","Makloor"
"4368","516","36","Nizamabad North"
"4369","516","36","Yedapally"
"4370","516","36","Bodhan"
"4371","516","36","Kotagiri"
"4372","685","36","Madnoor"
"4373","685","36","Jukkal"
"4374","685","36","Bichkunda"
"4375","685","36","Birkur"
"4376","516","36","Varni"
"4377","516","36","Dichpally"
"4378","516","36","Dharpally"
"4379","516","36","Sirikonda"
"4380","685","36","Machareddy"
"4381","685","36","Sadashivanagar"
"4382","685","36","Gandhari"
"4383","685","36","Banswada"
"4384","685","36","Pitlam"
"4385","685","36","Nizamsagar"
"4386","685","36","Yellareddy"
"4387","685","36","Nagireddypet"
"4388","685","36","Lingampet"
"4389","685","36","Tadwai"
"4390","685","36","Kamareddy"
"4391","685","36","Bhiknoor"
"4392","685","36","Domakonda"
"4393","681","36","Ibrahimpatnam"
"4394","681","36","Mallapur"
"4395","681","36","Raikal"
"4396","681","36","Sarangapur"
"4397","681","36","Dharmapuri"
"4398","681","36","Velgatur"
"4399","682","36","Ramagundam"
"4400","682","36","Kamanpur"
"4401","682","36","Manthani"
"4402","687","36","Kataram"
"4403","687","36","Mahadevpur"
"4404","687","36","Mutharam Mahadevpur"
"4405","687","36","Malharrao"
"4406","682","36","Mutharam (Manthani)"
"4407","682","36","Srirampur"
"4408","682","36","Peddapalli"
"4409","682","36","Julapalli"
"4410","682","36","Eligaid"
"4411","682","36","Dharmaram"
"4412","681","36","Gollapalli"
"4413","681","36","Mallial"
"4414","681","36","Jagitial"
"4415","681","36","Medipalli"
"4416","681","36","Korutla"
"4417","681","36","Metpalli"
"4418","681","36","Kathlapur"
"4419","683","36","Chandurthi"
"4420","681","36","Kodimial"
"4421","681","36","Pegadapalli"
"4422","508","36","Gangadhara"
"4423","508","36","Ramadugu"
"4424","508","36","Choppadandi"
"4425","682","36","Sulthanabad"
"4426","682","36","Odela"
"4427","508","36","Manakondur"
"4428","508","36","Karimnagar Rural"
"4429","683","36","Boinpalli"
"4430","683","36","Vemulawada"
"4431","683","36","Konaraopet"
"4432","683","36","Yellareddipet"
"4433","683","36","Gambhiraopet"
"4434","683","36","Mustabad"
"4435","683","36","Sircilla"
"4436","683","36","Illanthakunta"
"4437","692","36","Bejjanki"
"4438","508","36","Thimmapur LMD"
"4439","508","36","Veenavanka"
"4440","508","36","Jammikunta"
"4441","508","36","Shankarapatnam"
"4442","508","36","Chigurumamidi"
"4443","692","36","Koheda"
"4444","692","36","Husnabad"
"4445","508","36","V.Saidapur"
"4446","508","36","Huzurabad"
"4447","686","36","Kamalapur"
"4448","686","36","Bheemadevarpalli"
"4449","686","36","Elkathurthy"
"4450","691","36","Kangti"
"4451","691","36","Manoor"
"4452","691","36","Narayankhed"
"4453","691","36","Kalher"
"4454","513","36","Shankarampet (A)"
"4455","513","36","Papannapet"
"4456","513","36","Medak"
"4457","513","36","Ramayampet"
"4458","692","36","Dubbak"
"4459","692","36","Siddipet Urban"
"4460","692","36","Chinnakodur"
"4461","692","36","Nangnoor"
"4462","692","36","Kondapak"
"4463","692","36","Thoguta"
"4464","692","36","Mirdoddi"
"4465","692","36","Doultabad"
"4466","513","36","Chegunta"
"4467","513","36","Shankarampet (R)"
"4468","513","36","Kulcharam"
"4469","513","36","Tekmal"
"4470","513","36","Alladurg"
"4471","513","36","Regode"
"4472","691","36","Raikode"
"4473","691","36","Nyalkal"
"4474","691","36","Zahirabad"
"4475","691","36","Kohir"
"4476","691","36","Jharasangam"
"4477","691","36","Munipally"
"4478","691","36","Pulkal"
"4479","691","36","Andole"
"4480","513","36","Kowdipally"
"4481","513","36","Yeldurthy"
"4482","513","36","Toopran"
"4483","692","36","Gajwel"
"4484","692","36","Jagdevpur"
"4485","692","36","Wargal"
"4486","692","36","Mulug"
"4487","513","36","Shivampet"
"4488","513","36","Narsapur"
"4489","691","36","Hathnoora"
"4490","691","36","Sadasivpet"
"4491","691","36","Kondapur"
"4492","691","36","Sangareddy"
"4493","691","36","Jinnaram"
"4494","691","36","Patancheru"
"4495","691","36","Ramchandrapuram"
"4496","507","36","Shaikpet"
"4497","507","36","Ameerpet"
"4498","507","36","Secunderabad"
"4499","507","36","Tirumalgiri"
"4500","507","36","Marredpally"
"4501","507","36","Musheerabad"
"4502","507","36","Amberpet"
"4503","507","36","Himayatnagar"
"4504","507","36","Nampally"
"4505","507","36","Khairatabad"
"4506","507","36","Asif Nagar"
"4507","507","36","Golconda"
"4508","507","36","Bahadurpura"
"4509","507","36","Bandlaguda"
"4510","507","36","Charminar"
"4511","507","36","Saidabad"
"4512","698","36","Marpalle"
"4513","698","36","Mominpet"
"4514","698","36","Nawabpet"
"4515","518","36","Shankarpalle"
"4516","518","36","Serilingampally"
"4517","700","36","Balanagar"
"4518","700","36","Qutballapur"
"4519","700","36","Medchal"
"4520","700","36","Shamirpet"
"4521","700","36","Malkajgiri"
"4522","700","36","Keesara"
"4523","700","36","Ghatkesar"
"4524","700","36","Uppal"
"4525","518","36","Hayathnagar"
"4526","518","36","Saroornagar"
"4527","518","36","Rajendranagar"
"4528","518","36","Moinabad"
"4529","518","36","Chevella"
"4530","698","36","Vikarabad"
"4531","698","36","Dharur"
"4532","698","36","Bantwaram"
"4533","698","36","Peddemul"
"4534","698","36","Tandur"
"4535","698","36","Basheerabad"
"4536","698","36","Yelal"
"4537","698","36","Doma"
"4538","512","36","Gandeed"
"4539","698","36","Kulkacharla"
"4540","698","36","Pargi"
"4541","698","36","Pudur"
"4542","518","36","Shabad"
"4543","518","36","Shamshabad"
"4544","518","36","Maheshwaram"
"4545","518","36","Kandukur"
