"id", "name_of_pfc", "pfc_name", "postal_address", "pin_code", "nearby_landmark", "latitude", "longitude","district_code"
300,"Dima Hasao", "Diyungbra  Dev. Block Office","Diyungbra Development BlockOffice,PO-Diyungbra, Dima Hasao.",782448,Near Irrigation Office,25.737545,92.913631,"299"
301,"Dima Hasao", "Umrangsu Town Committee","Town Committee  Um rongso, PO- Umrongso, Dima Hasao.",788931,Opposite Sneha Lodge, 20.51235,92.73973,"299"
302,"Dima Hasao", "P.W.D. IbLangting","PWD ID, Langting,  PO- Langting, DIma Haso.",788832,Near Shivraipur Ba ikho,25.49988,93.11085,"299"
303,"Dima Hasao", "Maibong B.D.O.","Block Development Office, Maibang, P0-Maibang, Dima Hasao.",788831,,25.29683,93.13869,"299"
304,"Dima Hasao", "Khepre Irrigatio n Ib","Irrigation IB Khepre, PO- Maibang, Dima Hasao.",788831,"Near Police Outpost, Khepre",25.441856,93.36T 458,"299"
305,"Dima Hasao", "Harangajao  Dev. Block Office","Harangajao Development Block 0fflCe, PO- Harangajao,  Dima Hasao.",788818,"Near Police Station, Harangajao",25.10747 5,92.853502,"299"
306,"Dima Hasao", "Boro—Arkap  Subsidary Health Center","Boro- Arkap Subsi dary Health Center, PO-Mahur, Dima Hasao.",788830,,25.0326914,93.1920728,"299"
307,"Dima Hasao", "D.C. Office, Haflong","DC Office Ha flong, PO- Hafl ong, Dima Hasao.",788819,Near Police Station,25.16718,93.01873,"299"
308,"Dima Hasao", "Veterinary office, Nriachibangiao","Veterinary Office Nriachibanglo,  PO- Haflo rig, Dima Hasao",788819,,25.206482,92.962015,"299"
309,"Nagaon", "Jakhalabandha  PWD Office","Jakhalabandha  Pwd Office Colony ,P.0- Jakhalabandha",782136,"Jakhalabandha  Pwd (Roads) Executive Engineer  Office",26.587822,92.982021,"297"
310,"Nagaon", "Rupahi Revenue Circle","Vill:Theo Tangani, P.0: Juria",782124,Juria Police Statio n,26.443017,92.6525g9,"297"
311,"Nagaon", "Laokhua Development Block","Vill: Pachim Singimari, P.0: Singimari",782125,Balika Small Centre,26.468155,92.747299,"297"
312,"Nagaon", "Kaliabor Revenue Circle","Vill:Kuwaritol Trunk Road Nh 37 ,Po;Kuwaritol,  Ps ;Ku waritol",782137,"Near Apdcl Office , Nh 37",26.55171,92.93529,"297"
313,"Nagaon", "Bajiagaon Development Block","Vill: Bajiagaon, P.0: Bajiagaon",782140,"Near Bajiagaon Post Office",26.42444,92.833663,"297"
314,"Nagaon", "Paschim Kaliabor Development Block","Vill: Missa,P.0: Missa, P.S : Kaliabor",782138,"Near Don Bosco School,iViissa",26.493457,92.947798,"297"
315,"Nagaon", "Raha Development Block","Vill: Lawphulabari , P.0: Dighaliati","782,103","Near Dighaliati Gaon Panchayat",26.205986,92.483446,"297"
316,"Nagaon", "Barhampur Development Block",Vill: Barhampur Majp u tani P.0:Barhampur,782102,Near Barhampur  Bazar And 9Apbn Camp,6.32552 S,92.754574,"297"
317,"Nagaon", "Kaliabor Development Block","Vill: Hatbor, P.0: Hatbor",782136,Near Textile Office,26.574812,92.9680 26,"297"
318,"Nagaon", "Dolongghat  Development Block","Vill:Brmonipur, P.0: Dolongghat",782142,"Dolongghat  Develop ment Block",26.332701,92.544753,"297"
319,"Nagaon", "Rupahihat Development Block","Vill: Rupahi Bhakat Gaon, P.O: Ru pahi",782125,"Near Rupahihat Police Station",26.414098,92.735694,"297"
320,"Nagaon", "Kathiatoli  Development Block","Vill: Rengbeng,  P.0: 9engbeng, P.S: Kathiatoli",782427,Rengbeng Gha t,26.162544,92.75869,"297"
321,"Nagaon", "Botadroba Development Block","Vill: Dhing, P.0: Dhing",782123,Near Education  Block,26.454198,93.486321,"297"
322,"Nagaon", "Juria  Development Block",Vill: Dagaon P.0: Juria,782124,Near Dagaon Hospital,26.441613,92.614414,"297"
323,"Nagaon", "Nagaon  Sadar Revenue Circle Office","Nagaon Town, P.0:  Nagaon",782001,"Nagaon Sadar Revenue Circle Office",26.353663,92.684294,"297"
324,"Nagaon", "Raha Revenue Circle Otlice","Vill: Raha, P.O: Ra ha",782103,N ear Sbi Raha Branch,26.228537,92.519398,"297"
325,"Nagaon", "Kampur Revenue Circle Office","Kampur Town, P.0:  Kampur, P.S: Kampur",782426,"Near Town Comittee Office",26.158061,92.660534,"297"
326,"Nagaon", "Pakhimoria  Dev Block","Vill: Ranthali, P.0: Ranthali",782001,lndane Gas Agency,26.274256,92.680241,"297"
327,"Nagaon", "Khaga rijan Dev  Block","Vill: Senchowa,  P.0: Senchowa",782002,Near Agriculture Offece,26.319613,92.647933,"297"
328,"Nagaon", "Samaguri Revenue Circle","Vill: Samaguri,  P.O: Samaguri",782140,Sbi Samaguri Branch,26.414074,92.839436,"297"
329,"Cachar", "Silchar Deputy Registrar office","P.0 : Silchar, Dist : Cachar, Pin : 788001",788001,"Opposite Head Post Office Silchar",24.B30243,92.802006,"282"
330,"Cachar", "Silchar Sub Registrar office","P.0 : Silchar, Dist : Cachar, Pin : 788001",788001,"Opposite Head Post Office Silchar",24.830243,92.802006,"282"
331,"Cachar", "Cachar DTO","Park Road, P.0 : Silchar, Dist : Cachar, Pin : 788003",788003,Sp Office Silchar,24.828261,92.794042,"282"
332,"Cachar", "Cachar, Silchar BDO office","Silchar Bdo Office, Meherpur, Near Meherpur Flour Mill, Silchar — 788015",788015,"Near Cancer Hospital,Silchar",24.790 625,92.794255,"282"
333,"Cachar", "Katigora h Block office","Katigorah Block Office, Katigorah,Silchar, Cachar Pin : 788805",788805,,24.87628,92.575426,"282"
334,"Cachar", "Katigorah Sub Registrar office","P.0 & Ps : Katigorah, Dist : Cachar, Pin : 788803",788803,"Near Circle Office Katigorah",24.8762S6,92.575032,"282"
335,"Cachar", "Kalain  Block office","Kalain Block Development  Office, Hilara, Dist : Cachar, Pin : 788815",788815,,24.938808,92.594688,"282"
336,"Cachar", "Tapang Block office","P.0  : Digolsri kona, Dist : Cachar, Pin 788026",788026,,24.821864,92.701386,"282"
337,"Cachar", "Salchapra Block office","Salchapra Block Office, Salachpara,  Cachar Pin : 788801",788001,"Near To Salchapra Police Station",24.8358836,92.661425,"282"
338,"Cachar", "Udarbo nd Block Office","Udarbond  Block Office,P.0 & P.S - Ud harbond, Cachar Pin : 788030",788030,"Opposite  bldharbond Hospital",24.887 282,91886667,"282"
339,"Cachar", "Borkhola  Block","Barkhola, P.0 : Silchar, Dist : Cachar, Pin 7881 10",788t T 0,,24.740589,92.740589,"282"
340,"Cachar", "Banskandi Dev Block","Banskandi  Development Block, Banskandi, Silchar Pin: 788101",788101,,24.808152,92.902501,"282"
341,"Cachar", "Palonghat  Block office","Dugrubasti,  P.0  : Palonghat, Dist : Cachar, Pin : 788116","788116",,"24.64435","92.897327","282"
342,"Cachar", "Palonghat Sub Registrar office","Palonghat, Dist : Cachar, Pin : 788114",788114,,"24.732891","92.903085","282"
343,"Cachar", "Sonai Oev Block","Sona i Developmen t Block Office, Kaptanpur, Dist : Cachar Pin : 788119","788119",,"24.733681","92.907766","282"
344,"Cachar", "Narsingpur Block Development Office","Narsingpur  Development  Block, P.0 : Narsingpur,  Dist : Cachar, Pin : 788115","788115",,"24.68477561","92.844t6t21","282"
345,"Cachar", "Borjalenga Block dev","Borjale nga Block Development Office, Borjalenga,  Dist : Cachar, Pin : 788011",788011,,"24.66962","92.734008","282"
346,"Cachar", "Binakandi Dev Block","Binnakandi  Development Block,Binnakandi,P.0:- Chhotamamda Cachar Pin : 788126",788126,,"24.758714","92.9849","282"
347,"Cachar", "Lakhipur Block","Lakhipur Block,La khipur, P.0:-Fulertal, Cachar Pin : 788106","788106",,"24.789985","93.022288","282"
348,"Cachar", "Lakhipur Municipal  office","Lakhipur Municipal Office, Lakhipur, Cachar Pin: 788103","788103",,"24.792854","93.002938","282"
349,"Cachar", "Cachar Municipal","Cachar Municipal,Silchar, Cacha- r Pin 788001","788001","Near By Bongo Bhawan Silchar","24.830758","92.804283","282"
350,"Cachar", "Barjatrapur Gram Panchayat (GP)","Barjatrapur Gaon Panchayat Office, P.0: Barjatrapur, Dist : Cachar, Pin : 788110","788110",,"24.872825","92.713767","282"
351,"Cachar", "82 No. Mani pur Tarapur Gaon Panchayat","Vill & P.0 : Manipur Part-I, Dist : Cachar, Pin 788101","788101",,"24.820643","92.946839","282"
352,"Darrang", "Bechimari  Block office","Gandapukhuri, Darrang","784514",,"26.643","92.1731","283"
353,"Darrang", "Kalaigaon Block office","Kalaigaon,  Darrang","784525",,"26.5741","91.9717","283"
354,"Darrang", "Pachim-Mangaldai Block office","Block Chowk, Mangaldai, Darrang","784125",,"26.4236","92.002","283"
355,"Darrang", "Pub-Mangaldoi Block office","Dhula, Darrang","784146",,"265076","92.1198","283"
356,"Darrang", "Sipajhar Block office","Sipajhar, Darrang","784145",,"26.3937","91.8981","283"
357,"Darrang", "DaIgaon-Sialmari Block office","Niz Kharupetia, Darrang","784115",,"26.4871895","92.0994688","283"
358,"Darrang", "Ghorabandha Gaon Panchayat","Dakshin Chu burr, Sipajhar, Darrang","784145",,"26.4012","91.9042","283"
359,"Darrang", "Mangaldai Municipal Board","Ward No 1, Mangldai, Darrang","784125",,"26.4372392","92.0316845","283"
360,"Darrang", "Kharupetia Town Committee,  Kharupetia","Nh-lS, Kharupetia, Darrang","784115",,"26.5195393","92.1497145","283"
361,"Darrang", "Irrigation Office,Mangaldai Town.","Santipur, Mangaldai, Darrang","784125",,"26.44289","92.0423","283"
362,"Darrang", "Dipila Gaon Panchayat","Dipila Chowka, Darrang","784144",,"26.4528","91.8655","283"
